   .4750000E+00   .8064681E+00   .7115594E+00   .5882644E+00   .3889097E+00   .3101985E+00
   .4800000E+00   .8115579E+00   .7166448E+00   .5933279E+00   .3938819E+00   .3151087E+00
   .4850000E+00   .8166434E+00   .7217261E+00   .5983884E+00   .3988555E+00   .3200232E+00
   .4900000E+00   .8217248E+00   .7268035E+00   .6034459E+00   .4038304E+00   .3249419E+00
   .4950000E+00   .8268022E+00   .7318771E+00   .6085007E+00   .4088064E+00   .3298644E+00
   .5000000E+00   .8318760E+00   .7369473E+00   .6135528E+00   .4137837E+00   .3347907E+00
   .5050000E+00   .8369461E+00   .7420141E+00   .6186025E+00   .4187620E+00   .3397205E+00
   .5100000E+00   .8420129E+00   .7470775E+00   .6236497E+00   .4237413E+00   .3446538E+00
   .5150000E+00   .8470765E+00   .7521380E+00   .6286946E+00   .4287217E+00   .3495902E+00
   .5200000E+00   .8521370E+00   .7571955E+00   .6337374E+00   .4337030E+00   .3545296E+00
   .5250000E+00   .8571946E+00   .7622504E+00   .6387782E+00   .4386852E+00   .3594720E+00
   .5300000E+00   .8622494E+00   .7673025E+00   .6438169E+00   .4436682E+00   .3644172E+00
   .5350000E+00   .8673016E+00   .7723521E+00   .6488538E+00   .4486521E+00   .3693650E+00
   .5400000E+00   .8723513E+00   .7773994E+00   .6538889E+00   .4536368E+00   .3743153E+00
   .5450000E+00   .8773986E+00   .7824444E+00   .6589224E+00   .4586222E+00   .3792681E+00
   .5500000E+00   .8824436E+00   .7874871E+00   .6639542E+00   .4636083E+00   .3842231E+00
   .5550000E+00   .8874865E+00   .7925279E+00   .6689845E+00   .4685951E+00   .3891802E+00
   .5600000E+00   .8925272E+00   .7975667E+00   .6740133E+00   .4735824E+00   .3941395E+00
   .5650000E+00   .8975660E+00   .8026036E+00   .6790408E+00   .4785704E+00   .3991006E+00
   .5700000E+00   .9026030E+00   .8076387E+00   .6840669E+00   .4835590E+00   .4040637E+00
   .5750000E+00   .9076381E+00   .8126722E+00   .6890917E+00   .4885482E+00   .4090285E+00
   .5800000E+00   .9126716E+00   .8177040E+00   .6941154E+00   .4935378E+00   .4139950E+00
   .5850000E+00   .9177034E+00   .8227343E+00   .6991379E+00   .4985279E+00   .4189632E+00
   .5900000E+00   .9227338E+00   .8277631E+00   .7041594E+00   .5035186E+00   .4239329E+00
   .5950000E+00   .9277627E+00   .8327906E+00   .7091798E+00   .5085096E+00   .4289040E+00
   .6000000E+00   .9327902E+00   .8378167E+00   .7141992E+00   .5135012E+00   .4338765E+00
   .6050000E+00   .9378163E+00   .8428416E+00   .7192177E+00   .5184931E+00   .4388503E+00
   .6100000E+00   .9428412E+00   .8478653E+00   .7242354E+00   .5234854E+00   .4438255E+00
   .6150000E+00   .9478649E+00   .8528879E+00   .7292521E+00   .5284781E+00   .4488018E+00
   .6200000E+00   .9528875E+00   .8579093E+00   .7342681E+00   .5334711E+00   .4537792E+00
   .6250000E+00   .9579089E+00   .8629297E+00   .7392833E+00   .5384645E+00   .4587578E+00
   .6300000E+00   .9629294E+00   .8679491E+00   .7442977E+00   .5434582E+00   .4637373E+00
   .6350000E+00   .9679488E+00   .8729677E+00   .7493114E+00   .5484521E+00   .4687178E+00
   .6400000E+00   .9729673E+00   .8779852E+00   .7543245E+00   .5534464E+00   .4736993E+00
   .6450000E+00   .9779850E+00   .8830020E+00   .7593370E+00   .5584410E+00   .4786817E+00
   .6500000E+00   .9830017E+00   .8880180E+00   .7643489E+00   .5634358E+00   .4836649E+00
   .6550000E+00   .9880177E+00   .8930331E+00   .7693601E+00   .5684308E+00   .4886490E+00
   .6600000E+00   .9930329E+00   .8980476E+00   .7743708E+00   .5734261E+00   .4936337E+00
   .6650000E+00   .9980474E+00   .9030613E+00   .7793811E+00   .5784217E+00   .4986193E+00
   .6700000E+00   .1003061E+01   .9080744E+00   .7843908E+00   .5834174E+00   .5036055E+00
   .6750000E+00   .1008074E+01   .9130870E+00   .7894002E+00   .5884134E+00   .5085924E+00
   .6800000E+00   .1013087E+01   .9180988E+00   .7944090E+00   .5934095E+00   .5135800E+00
   .6850000E+00   .1018099E+01   .9231101E+00   .7994174E+00   .5984059E+00   .5185681E+00
   .6900000E+00   .1023110E+01   .9281209E+00   .8044254E+00   .6034024E+00   .5235568E+00
   .6950000E+00   .1028121E+01   .9331310E+00   .8094329E+00   .6083990E+00   .5285460E+00
   .7000000E+00   .1033131E+01   .9381408E+00   .8144402E+00   .6133959E+00   .5335358E+00
   .7050000E+00   .1038141E+01   .9431500E+00   .8194470E+00   .6183929E+00   .5385260E+00
   .7100000E+00   .1043150E+01   .9481589E+00   .8244537E+00   .6233900E+00   .5435168E+00
   .7150000E+00   .1048159E+01   .9531673E+00   .8294598E+00   .6283873E+00   .5485079E+00
   .7200000E+00   .1053167E+01   .9581752E+00   .8344658E+00   .6333846E+00   .5534995E+00
   .7250000E+00   .1058175E+01   .9631829E+00   .8394715E+00   .6383822E+00   .5584915E+00
   .7300000E+00   .1063183E+01   .9681901E+00   .8444768E+00   .6433798E+00   .5634839E+00
   .7350000E+00   .1068190E+01   .9731970E+00   .8494819E+00   .6483776E+00   .5684766E+00
   .7400000E+00   .1073197E+01   .9782036E+00   .8544869E+00   .6533755E+00   .5734698E+00
   .7450000E+00   .1078204E+01   .9832098E+00   .8594915E+00   .6583735E+00   .5784632E+00
   .7500000E+00   .1083210E+01   .9882158E+00   .8644959E+00   .6633715E+00   .5834569E+00
   .7550000E+00   .1088216E+01   .9932215E+00   .8695002E+00   .6683697E+00   .5884510E+00
   .7600000E+00   .1093221E+01   .9982268E+00   .8745041E+00   .6733679E+00   .5934453E+00
   .7650000E+00   .1098227E+01   .1003232E+01   .8795080E+00   .6783662E+00   .5984399E+00
   .7700000E+00   .1103232E+01   .1008237E+01   .8845116E+00   .6833647E+00   .6034348E+00
   .7750000E+00   .1108237E+01   .1013242E+01   .8895150E+00   .6883631E+00   .6084299E+00
   .7800000E+00   .1113241E+01   .1018246E+01   .8945183E+00   .6933617E+00   .6134253E+00
   .7850000E+00   .1118246E+01   .1023250E+01   .8995215E+00   .6983603E+00   .6184208E+00
   .7900000E+00   .1123250E+01   .1028254E+01   .9045244E+00   .7033590E+00   .6234166E+00
   .7950000E+00   .1128254E+01   .1033258E+01   .9095272E+00   .7083578E+00   .6284125E+00
   .8000000E+00   .1133258E+01   .1038262E+01   .9145299E+00   .7133566E+00   .6334087E+00
   .8050000E+00   .1138262E+01   .1043265E+01   .9195325E+00   .7183555E+00   .6384051E+00
   .8100000E+00   .1143265E+01   .1048268E+01   .9245350E+00   .7233545E+00   .6434017E+00
   .8150000E+00   .1148268E+01   .1053271E+01   .9295374E+00   .7283534E+00   .6483984E+00
   .8200000E+00   .1153271E+01   .1058274E+01   .9345396E+00   .7333525E+00   .6533953E+00
   .8250000E+00   .1158274E+01   .1063277E+01   .9395416E+00   .7383515E+00   .6583923E+00
   .8300000E+00   .1163277E+01   .1068280E+01   .9445437E+00   .7433507E+00   .6633894E+00
   .8350000E+00   .1168280E+01   .1073282E+01   .9495456E+00   .7483498E+00   .6683868E+00
   .8400000E+00   .1173283E+01   .1078285E+01   .9545473E+00   .7533490E+00   .6733841E+00
   .8450000E+00   .1178285E+01   .1083287E+01   .9595491E+00   .7583483E+00   .6783817E+00
   .8500000E+00   .1183287E+01   .1088289E+01   .9645507E+00   .7633475E+00   .6833794E+00
   .8550000E+00   .1188289E+01   .1093292E+01   .9695523E+00   .7683468E+00   .6883771E+00
   .8600000E+00   .1193292E+01   .1098294E+01   .9745538E+00   .7733462E+00   .6933751E+00
   .8650000E+00   .1198294E+01   .1103296E+01   .9795552E+00   .7783456E+00   .6983731E+00
   .8700000E+00   .1203296E+01   .1108297E+01   .9845566E+00   .7833450E+00   .7033712E+00
   .8750000E+00   .1208297E+01   .1113299E+01   .9895579E+00   .7883444E+00   .7083693E+00
   .8800000E+00   .1213299E+01   .1118301E+01   .9945591E+00   .7933439E+00   .7133676E+00
   .8850000E+00   .1218301E+01   .1123302E+01   .9995603E+00   .7983434E+00   .7183660E+00
   .8900000E+00   .1223302E+01   .1128304E+01   .1004561E+01   .8033429E+00   .7233644E+00
   .8950000E+00   .1228304E+01   .1133305E+01   .1009562E+01   .8083425E+00   .7283629E+00
   .9000000E+00   .1233305E+01   .1138307E+01   .1014563E+01   .8133420E+00   .7333614E+00
   .9050000E+00   .1238307E+01   .1143308E+01   .1019564E+01   .8183416E+00   .7383601E+00
   .9100000E+00   .1243308E+01   .1148309E+01   .1024565E+01   .8233412E+00   .7433588E+00
   .9150000E+00   .1248309E+01   .1153310E+01   .1029566E+01   .8283408E+00   .7483575E+00
   .9200000E+00   .1253310E+01   .1158311E+01   .1034567E+01   .8333404E+00   .7533564E+00
   .9250000E+00   .1258311E+01   .1163312E+01   .1039568E+01   .8383401E+00   .7583553E+00
   .9300000E+00   .1263312E+01   .1168314E+01   .1044569E+01   .8433398E+00   .7633542E+00
   .9350000E+00   .1268313E+01   .1173314E+01   .1049569E+01   .8483395E+00   .7683532E+00
   .9400000E+00   .1273314E+01   .1178315E+01   .1054570E+01   .8533392E+00   .7733523E+00
   .9450000E+00   .1278315E+01   .1183316E+01   .1059571E+01   .8583389E+00   .7783514E+00
   .9500000E+00   .1283316E+01   .1188317E+01   .1064571E+01   .8633386E+00   .7833505E+00
   .9550000E+00   .1288317E+01   .1193318E+01   .1069572E+01   .8683383E+00   .7883497E+00
   .9600000E+00   .1293318E+01   .1198318E+01   .1074572E+01   .8733381E+00   .7933488E+00
   .9650000E+00   .1298319E+01   .1203319E+01   .1079573E+01   .8783379E+00   .7983481E+00
   .9700000E+00   .1303319E+01   .1208320E+01   .1084573E+01   .8833377E+00   .8033474E+00
   .9750000E+00   .1308320E+01   .1213320E+01   .1089574E+01   .8883374E+00   .8083467E+00
   .9800000E+00   .1313321E+01   .1218321E+01   .1094574E+01   .8933372E+00   .8133461E+00
   .9850000E+00   .1318321E+01   .1223322E+01   .1099575E+01   .8983371E+00   .8183454E+00
   .9899999E+00   .1323322E+01   .1228322E+01   .1104575E+01   .9033369E+00   .8233449E+00
   .9950000E+00   .1328322E+01   .1233323E+01   .1109576E+01   .9083368E+00   .8283443E+00
   .1000000E+01   .1333323E+01   .1238323E+01   .1114576E+01   .9133366E+00   .8333438E+00
