   .0000000E+00   .4231930E-04  -.6213784E-07   .7450581E-08   .2950430E-07   .1490116E-07
   .5000000E-02   .7978848E-01   .1666311E-01   .4008459E-03   .1180917E-07   .4656613E-08
   .1000000E-01   .1128379E+00   .3992825E-01   .4377173E-02   .6795674E-06   .2421439E-07
   .1500000E-01   .1381977E+00   .6061151E-01   .1153663E-01   .2337124E-04  -.1583248E-07
   .2000000E-01   .1595769E+00   .7911865E-01   .2023476E-01   .1528670E-03   .4842877E-07
   .2500000E-01   .1784124E+00   .9596214E-01   .2960919E-01   .5006862E-03   .7078052E-06
   .3000000E-01   .1954410E+00   .1115053E+00   .3923839E-01   .1146922E-02   .4826114E-05
   .3500000E-01   .2111004E+00   .1260021E+00   .4890911E-01   .2128310E-02   .1962855E-04
   .4000000E-01   .2256759E+00   .1396355E+00   .5851015E-01   .3449201E-02   .5742162E-04
   .4500000E-01   .2393654E+00   .1525417E+00   .6798294E-01   .5094613E-02   .1344942E-03
   .5000000E-01   .2523133E+00   .1648248E+00   .7729750E-01   .7039990E-02   .2693385E-03
   .5500000E-01   .2646284E+00   .1765666E+00   .8643975E-01   .9257119E-02   .4805923E-03
   .6000000E-01   .2763954E+00   .1878325E+00   .9540471E-01   .1171755E-01   .7855557E-03
   .6500000E-01   .2876814E+00   .1986757E+00   .1041927E+00   .1439441E-01   .1199394E-02
   .7000000E-01   .2985411E+00   .2091403E+00   .1128072E+00   .1726323E-01   .1734726E-02
   .7500000E-01   .3090194E+00   .2192632E+00   .1212533E+00   .2030222E-01   .2401359E-02
   .8000000E-01   .3191539E+00   .2290759E+00   .1295370E+00   .2349223E-01   .3206618E-02
   .8500000E-01   .3289765E+00   .2386052E+00   .1376650E+00   .2681657E-01   .4155502E-02
   .9000000E-01   .3385141E+00   .2478743E+00   .1456437E+00   .3026079E-01   .5250975E-02
   .9500000E-01   .3477906E+00   .2569036E+00   .1534800E+00   .3381241E-01   .6494291E-02
   .9999999E-01   .3568262E+00   .2657108E+00   .1611803E+00   .3746061E-01   .7885292E-02
   .1050000E+00   .3656391E+00   .2743117E+00   .1687510E+00   .4119608E-01   .9422675E-02
   .1100000E+00   .3742451E+00   .2827205E+00   .1761982E+00   .4501070E-01   .1110420E-01
   .1150000E+00   .3826584E+00   .2909498E+00   .1835276E+00   .4889745E-01   .1292690E-01
   .1200000E+00   .3908917E+00   .2990111E+00   .1907450E+00   .5285020E-01   .1488727E-01
   .1250000E+00   .3989566E+00   .3069146E+00   .1978557E+00   .5686356E-01   .1698141E-01
   .1300000E+00   .4068634E+00   .3146698E+00   .2048649E+00   .6093280E-01   .1920510E-01
   .1350000E+00   .4146217E+00   .3222854E+00   .2117773E+00   .6505374E-01   .2155397E-01
   .1400000E+00   .4222401E+00   .3297695E+00   .2185976E+00   .6922267E-01   .2402351E-01
   .1450000E+00   .4297267E+00   .3371292E+00   .2253303E+00   .7343627E-01   .2660913E-01
   .1500000E+00   .4370888E+00   .3443715E+00   .2319796E+00   .7769154E-01   .2930629E-01
   .1550000E+00   .4443333E+00   .3515026E+00   .2385495E+00   .8198582E-01   .3211047E-01
   .1600000E+00   .4514665E+00   .3585286E+00   .2450437E+00   .8631663E-01   .3501718E-01
   .1650000E+00   .4584944E+00   .3654549E+00   .2514661E+00   .9068179E-01   .3802207E-01
   .1700000E+00   .4654225E+00   .3722867E+00   .2578199E+00   .9507926E-01   .4112089E-01
   .1750000E+00   .4722560E+00   .3790289E+00   .2641086E+00   .9950716E-01   .4430948E-01
   .1800000E+00   .4789997E+00   .3856860E+00   .2703352E+00   .1039638E+00   .4758385E-01
   .1850000E+00   .4856583E+00   .3922624E+00   .2765028E+00   .1084475E+00   .5094013E-01
   .1900000E+00   .4922361E+00   .3987621E+00   .2826141E+00   .1129569E+00   .5437457E-01
   .1950000E+00   .4987371E+00   .4051889E+00   .2886719E+00   .1174906E+00   .5788359E-01
   .2000000E+00   .5051652E+00   .4115465E+00   .2946788E+00   .1220472E+00   .6146374E-01
   .2050000E+00   .5115240E+00   .4178383E+00   .3006372E+00   .1266256E+00   .6511174E-01
   .2100000E+00   .5178169E+00   .4240675E+00   .3065495E+00   .1312247E+00   .6882438E-01
   .2150000E+00   .5240471E+00   .4302373E+00   .3124178E+00   .1358434E+00   .7259864E-01
   .2200000E+00   .5302179E+00   .4363505E+00   .3182443E+00   .1404807E+00   .7643164E-01
   .2250000E+00   .5363321E+00   .4424099E+00   .3240311E+00   .1451356E+00   .8032057E-01
   .2300000E+00   .5423923E+00   .4484181E+00   .3297799E+00   .1498073E+00   .8426280E-01
   .2350000E+00   .5484014E+00   .4543776E+00   .3354927E+00   .1544950E+00   .8825580E-01
   .2400000E+00   .5543618E+00   .4602908E+00   .3411711E+00   .1591978E+00   .9229715E-01
   .2450000E+00   .5602757E+00   .4661600E+00   .3468170E+00   .1639150E+00   .9638454E-01
   .2500000E+00   .5661457E+00   .4719872E+00   .3524317E+00   .1686459E+00   .1005158E+00
   .2550000E+00   .5719736E+00   .4777746E+00   .3580168E+00   .1733899E+00   .1046888E+00
   .2600000E+00   .5777616E+00   .4835240E+00   .3635737E+00   .1781461E+00   .1089016E+00
   .2650000E+00   .5835116E+00   .4892372E+00   .3691038E+00   .1829142E+00   .1131522E+00
   .2700000E+00   .5892254E+00   .4949161E+00   .3746084E+00   .1876935E+00   .1174388E+00
   .2750000E+00   .5949049E+00   .5005623E+00   .3800887E+00   .1924834E+00   .1217598E+00
   .2800000E+00   .6005516E+00   .5061773E+00   .3855459E+00   .1972835E+00   .1261135E+00
   .2850000E+00   .6061672E+00   .5117627E+00   .3909810E+00   .2020932E+00   .1304982E+00
   .2900000E+00   .6117530E+00   .5173199E+00   .3963952E+00   .2069121E+00   .1349125E+00
   .2950000E+00   .6173107E+00   .5228503E+00   .4017895E+00   .2117397E+00   .1393551E+00
   .3000000E+00   .6228415E+00   .5283551E+00   .4071648E+00   .2165757E+00   .1438244E+00
   .3050000E+00   .6283467E+00   .5338356E+00   .4125220E+00   .2214195E+00   .1483193E+00
   .3100000E+00   .6338276E+00   .5392929E+00   .4178620E+00   .2262709E+00   .1528385E+00
   .3150000E+00   .6392854E+00   .5447282E+00   .4231856E+00   .2311294E+00   .1573809E+00
   .3200000E+00   .6447211E+00   .5501426E+00   .4284936E+00   .2359948E+00   .1619453E+00
   .3250000E+00   .6501358E+00   .5555370E+00   .4337869E+00   .2408666E+00   .1665306E+00
   .3300000E+00   .6555305E+00   .5609124E+00   .4390660E+00   .2457446E+00   .1711359E+00
   .3350000E+00   .6609062E+00   .5662698E+00   .4443316E+00   .2506285E+00   .1757603E+00
   .3400000E+00   .6662639E+00   .5716099E+00   .4495845E+00   .2555180E+00   .1804027E+00
   .3450000E+00   .6716043E+00   .5769336E+00   .4548252E+00   .2604128E+00   .1850623E+00
   .3500000E+00   .6769283E+00   .5822418E+00   .4600543E+00   .2653126E+00   .1897383E+00
   .3550000E+00   .6822367E+00   .5875351E+00   .4652724E+00   .2702173E+00   .1944299E+00
   .3600000E+00   .6875302E+00   .5928143E+00   .4704799E+00   .2751266E+00   .1991363E+00
   .3650000E+00   .6928096E+00   .5980800E+00   .4756775E+00   .2800402E+00   .2038569E+00
   .3700000E+00   .6980757E+00   .6033330E+00   .4808656E+00   .2849581E+00   .2085910E+00
   .3750000E+00   .7033288E+00   .6085737E+00   .4860446E+00   .2898798E+00   .2133378E+00
   .3800000E+00   .7085698E+00   .6138029E+00   .4912150E+00   .2948053E+00   .2180969E+00
   .3850000E+00   .7137991E+00   .6190211E+00   .4963772E+00   .2997345E+00   .2228675E+00
   .3900000E+00   .7190174E+00   .6242287E+00   .5015315E+00   .3046670E+00   .2276492E+00
   .3950000E+00   .7242253E+00   .6294263E+00   .5066785E+00   .3096028E+00   .2324414E+00
   .4000000E+00   .7294230E+00   .6346145E+00   .5118183E+00   .3145416E+00   .2372436E+00
   .4050000E+00   .7346114E+00   .6397935E+00   .5169515E+00   .3194835E+00   .2420553E+00
   .4100000E+00   .7397906E+00   .6449640E+00   .5220782E+00   .3244281E+00   .2468761E+00
   .4150000E+00   .7449611E+00   .6501262E+00   .5271989E+00   .3293754E+00   .2517055E+00
   .4200000E+00   .7501235E+00   .6552806E+00   .5323136E+00   .3343252E+00   .2565431E+00
   .4250000E+00   .7552781E+00   .6604276E+00   .5374230E+00   .3392774E+00   .2613886E+00
   .4300000E+00   .7604252E+00   .6655675E+00   .5425270E+00   .3442320E+00   .2662415E+00
   .4350000E+00   .7655652E+00   .6707007E+00   .5476260E+00   .3491887E+00   .2711014E+00
   .4400000E+00   .7706985E+00   .6758274E+00   .5527202E+00   .3541475E+00   .2759682E+00
   .4450000E+00   .7758254E+00   .6809481E+00   .5578099E+00   .3591083E+00   .2808413E+00
   .4500000E+00   .7809461E+00   .6860630E+00   .5628953E+00   .3640710E+00   .2857205E+00
   .4550000E+00   .7860610E+00   .6911723E+00   .5679766E+00   .3690355E+00   .2906056E+00
   .4600000E+00   .7911705E+00   .6962763E+00   .5730540E+00   .3740017E+00   .2954962E+00
   .4650000E+00   .7962747E+00   .7013754E+00   .5781276E+00   .3789695E+00   .3003921E+00
   .4700000E+00   .8013738E+00   .7064697E+00   .5831977E+00   .3839389E+00   .3052929E+00
